"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"07-Aug-2024","EQ","261.53","267.60","251.81","249.08","265.98","265.67","261.65","278.70","88.30","12,73,79,201","33,32,81,39,758.30","7,83,798"
"06-Aug-2024","EQ","265.90","275.00","247.20","256.29","248.90","249.08","260.63","278.70","88.30","14,34,59,602","37,38,94,37,330.51","8,43,498"
"05-Aug-2024","EQ","254.00","265.55","249.00","262.34","256.15","256.29","257.99","278.70","88.30","15,61,06,218","40,27,42,49,100.73","9,68,687"
"02-Aug-2024","EQ","244.50","278.70","243.00","234.09","262.74","262.34","261.37","278.70","81.60","38,90,60,620","1,01,68,85,45,337.29","16,05,331"
"01-Aug-2024","EQ","231.00","238.00","228.00","229.45","237.90","234.09","233.01","238.00","81.60","8,78,88,742","20,47,93,39,298.22","4,28,427"
"31-Jul-2024","EQ","227.61","230.14","226.05","227.13","229.75","229.45","228.64","232.00","81.60","2,50,09,969","5,71,83,64,662.46","1,79,919"
"30-Jul-2024","EQ","226.95","231.20","225.11","226.89","227.00","227.13","228.58","232.00","81.60","3,93,78,466","9,00,09,40,431.00","2,43,511"
"29-Jul-2024","EQ","226.62","229.46","224.10","224.62","227.10","226.89","226.95","232.00","81.60","4,06,44,424","9,22,42,53,180.38","2,02,666"
"26-Jul-2024","EQ","219.00","226.62","216.85","219.31","225.35","224.62","221.37","232.00","79.30","3,56,93,966","7,90,15,68,227.02","2,25,438"
"25-Jul-2024","EQ","221.00","223.97","216.95","223.49","218.95","219.31","220.90","232.00","79.30","2,61,24,437","5,77,09,54,197.65","2,35,501"
"24-Jul-2024","EQ","217.85","225.50","215.60","217.91","224.25","223.49","221.27","232.00","79.30","3,23,58,784","7,16,00,10,235.16","2,39,989"
"23-Jul-2024","EQ","222.50","223.72","207.00","221.66","216.70","217.91","217.29","232.00","79.30","3,65,89,825","7,95,05,30,270.71","2,39,479"
"22-Jul-2024","EQ","214.00","222.19","214.00","218.89","221.30","221.66","220.53","232.00","79.30","3,37,01,488","7,43,23,04,552.57","2,88,204"
"19-Jul-2024","EQ","217.99","220.49","213.67","220.62","220.05","218.89","217.10","232.00","76.50","3,92,57,871","8,52,29,44,421.91","2,77,803"
"18-Jul-2024","EQ","217.75","221.40","210.25","217.49","220.90","220.62","216.05","232.00","76.50","5,85,37,673","12,64,73,10,638.54","4,26,707"
"16-Jul-2024","EQ","230.00","230.35","215.30","229.15","218.35","217.49","221.83","232.00","76.50","4,46,81,031","9,91,13,83,121.86","3,32,122"
"15-Jul-2024","EQ","225.00","232.00","225.00","222.47","229.25","229.15","227.67","232.00","76.50","5,12,03,051","11,65,72,08,295.86","3,60,102"
"12-Jul-2024","EQ","219.00","223.25","217.05","217.14","223.21","222.47","220.29","223.25","73.40","4,55,80,868","10,04,12,03,355.29","2,51,248"
"11-Jul-2024","EQ","211.47","218.95","211.37","211.37","217.00","217.14","215.26","218.95","73.40","4,57,69,091","9,85,23,84,575.26","2,56,627"
"10-Jul-2024","EQ","213.00","213.39","205.74","212.56","210.90","211.37","210.46","214.00","73.40","2,98,52,043","6,28,27,05,249.81","2,14,608"
"09-Jul-2024","EQ","207.80","214.00","206.61","207.93","212.10","212.56","212.16","214.00","73.40","3,93,12,576","8,34,04,36,982.66","2,42,335"
"08-Jul-2024","EQ","208.25","210.00","206.00","207.57","207.26","207.93","208.11","213.95","73.40","1,82,60,120","3,80,00,73,707.38","1,73,686"
"05-Jul-2024","EQ","207.00","208.40","204.77","207.44","207.80","207.57","206.61","213.95","73.00","2,96,81,228","6,13,23,13,593.60","1,75,324"
"04-Jul-2024","EQ","208.39","210.29","206.70","208.44","207.05","207.44","208.62","213.95","73.00","3,00,04,307","6,25,94,48,235.14","2,50,494"
"03-Jul-2024","EQ","209.45","213.95","205.33","209.09","208.40","208.44","209.43","213.95","73.00","6,14,79,249","12,87,56,60,946.38","4,93,334"
"02-Jul-2024","EQ","204.00","209.84","202.25","203.97","208.52","209.09","207.68","209.84","73.00","6,56,98,266","13,64,39,95,174.03","3,95,061"
"01-Jul-2024","EQ","199.71","204.50","194.56","200.56","203.70","203.97","201.16","207.20","73.00","5,35,36,850","10,76,93,99,698.23","4,05,038"
"28-Jun-2024","EQ","201.30","203.92","199.10","200.15","199.80","200.56","201.91","207.20","73.00","3,72,87,397","7,52,86,42,571.27","2,93,219"
"27-Jun-2024","EQ","198.20","201.50","196.00","197.25","199.90","200.15","198.54","207.20","73.00","3,25,35,933","6,45,95,56,594.07","1,89,827"
"26-Jun-2024","EQ","202.56","203.48","196.00","202.27","197.40","197.25","198.09","207.20","73.00","3,89,34,432","7,71,23,60,181.89","3,76,673"
"25-Jun-2024","EQ","201.75","204.70","200.00","198.92","202.56","202.27","202.17","207.20","73.00","6,06,70,560","12,26,57,99,214.97","3,34,581"
"24-Jun-2024","EQ","193.90","199.80","191.95","193.95","198.60","198.92","197.51","207.20","73.00","3,42,01,378","6,75,51,63,316.71","2,09,417"
"21-Jun-2024","EQ","197.90","199.95","193.05","197.05","193.90","193.95","195.97","207.20","72.55","3,78,41,138","7,41,56,51,641.83","2,10,302"
"20-Jun-2024","EQ","199.99","201.80","195.00","198.49","196.69","197.05","197.76","207.20","72.55","4,43,95,214","8,77,94,00,623.34","2,29,496"
"19-Jun-2024","EQ","190.00","201.00","189.56","188.61","198.00","198.49","196.81","207.20","72.55","11,22,74,897","22,09,70,56,629.96","5,58,321"
"18-Jun-2024","EQ","187.50","189.10","184.80","186.24","188.85","188.61","187.37","207.20","72.55","4,06,33,379","7,61,32,94,938.45","2,31,535"
"14-Jun-2024","EQ","185.70","186.60","184.05","184.94","186.19","186.24","185.75","207.20","72.55","2,98,23,712","5,53,97,10,263.28","3,23,579"
"13-Jun-2024","EQ","183.80","185.80","180.15","179.65","185.09","184.94","183.69","207.20","72.55","4,78,91,484","8,79,71,33,900.32","2,06,144"
"12-Jun-2024","EQ","184.39","184.88","179.33","184.02","180.00","179.65","181.01","207.20","72.55","4,28,30,411","7,75,26,03,236.39","2,21,709"
"11-Jun-2024","EQ","182.60","186.00","180.10","182.16","183.90","184.02","183.36","207.20","72.55","4,18,03,815","7,66,50,83,489.69","2,13,388"
"10-Jun-2024","EQ","184.00","186.50","181.56","184.00","182.00","182.16","183.03","207.20","72.55","3,31,63,473","6,07,00,63,924.63","1,92,800"
"07-Jun-2024","EQ","182.50","187.00","180.70","183.65","183.10","184.00","184.91","207.20","69.60","3,31,75,407","6,13,43,68,356.70","1,50,111"
"06-Jun-2024","EQ","185.00","185.80","182.50","183.80","183.10","183.65","184.37","207.20","69.60","2,08,87,553","3,85,10,97,193.05","1,41,222"
"05-Jun-2024","EQ","175.00","185.30","166.75","172.00","183.90","183.80","180.66","207.20","69.60","5,72,13,537","10,33,61,92,896.70","3,15,554"
"04-Jun-2024","EQ","176.50","176.50","146.30","175.45","170.50","172.00","168.43","207.20","69.60","7,52,72,859","12,67,84,64,179.75","5,72,365"
"03-Jun-2024","EQ","184.50","185.50","175.00","179.15","175.45","175.45","176.94","207.20","69.60","5,34,37,123","9,45,52,11,608.75","3,51,780"
"31-May-2024","EQ","178.80","183.15","171.25","180.60","179.50","179.15","177.49","207.20","66.30","14,92,83,415","26,49,61,67,993.60","4,56,285"
"30-May-2024","EQ","183.00","185.00","179.00","183.35","181.00","180.60","181.47","207.20","66.30","3,36,84,173","6,11,25,06,971.15","1,89,332"
"29-May-2024","EQ","180.55","185.40","180.00","181.60","183.45","183.35","183.43","207.20","66.30","3,08,88,209","5,66,57,80,517.85","2,48,641"
"28-May-2024","EQ","184.35","184.80","180.40","183.65","180.90","181.60","182.23","207.20","66.30","3,44,44,521","6,27,67,13,084.55","1,59,815"
"27-May-2024","EQ","183.90","185.45","178.40","182.90","184.10","183.65","182.50","207.20","66.30","4,76,52,253","8,69,64,71,573.65","3,57,300"
"24-May-2024","EQ","188.00","188.00","179.10","186.80","182.50","182.90","183.94","207.20","61.80","3,70,64,093","6,81,74,87,250.10","3,00,765"
"23-May-2024","EQ","186.50","189.40","184.50","185.50","187.30","186.80","186.93","207.20","61.80","2,09,31,137","3,91,27,45,280.55","2,47,731"
"22-May-2024","EQ","190.00","190.00","183.35","189.10","185.60","185.50","185.44","207.20","61.80","4,03,74,419","7,48,70,62,421.45","3,31,491"
"21-May-2024","EQ","194.40","196.50","188.75","194.40","189.10","189.10","191.18","207.20","61.80","3,34,53,174","6,39,54,99,560.75","5,15,943"
"18-May-2024","EQ","194.75","195.70","194.10","194.85","194.50","194.40","194.76","207.20","61.80","25,48,204","49,62,92,477.30","20,507"
"17-May-2024","EQ","195.15","196.00","193.10","195.20","194.90","194.85","194.57","207.20","61.80","2,08,41,351","4,05,50,55,008.45","1,36,475"
"16-May-2024","EQ","192.90","195.85","189.00","192.00","194.40","195.20","193.89","207.20","61.80","3,54,78,593","6,87,89,46,191.80","2,09,064"
"15-May-2024","EQ","188.80","193.40","183.15","187.30","191.30","192.00","189.94","207.20","61.80","4,47,72,997","8,50,40,55,895.25","3,10,554"
"14-May-2024","EQ","191.70","193.45","182.10","194.30","187.60","187.30","187.94","207.20","61.80","11,00,70,781","20,68,63,50,424.00","6,26,939"
"13-May-2024","EQ","205.80","207.20","186.75","201.30","196.65","194.30","196.83","207.20","61.80","11,41,35,952","22,46,53,25,302.00","3,97,413"
"10-May-2024","EQ","196.35","205.00","189.90","195.25","203.80","201.30","197.86","205.00","60.30","5,27,17,901","10,43,10,21,674.85","2,48,725"
"09-May-2024","EQ","195.00","199.70","193.10","195.45","195.75","195.25","196.45","202.00","60.30","4,72,74,769","9,28,69,79,382.05","1,94,195"
"08-May-2024","EQ","190.65","196.00","187.30","191.45","195.50","195.45","192.67","202.00","60.30","4,79,41,406","9,23,67,15,782.25","1,78,667"
"07-May-2024","EQ","196.15","196.35","182.35","195.70","192.00","191.45","189.32","202.00","60.30","4,81,61,265","9,11,80,13,967.90","2,15,403"
"06-May-2024","EQ","199.00","202.00","194.50","197.25","196.15","195.70","197.57","202.00","60.30","2,63,94,239","5,21,46,86,978.25","1,65,762"
"03-May-2024","EQ","196.80","200.35","193.10","195.45","197.15","197.25","197.07","200.35","60.30","3,78,82,274","7,46,55,42,627.75","1,65,211"
"02-May-2024","EQ","193.60","195.95","192.75","193.15","195.40","195.45","194.89","199.70","60.30","2,73,91,448","5,33,81,86,584.80","1,36,658"
"30-Apr-2024","EQ","195.00","196.95","192.20","193.60","193.55","193.15","194.83","199.70","60.30","3,93,83,265","7,67,30,03,556.10","1,47,470"
"29-Apr-2024","EQ","189.40","194.30","186.45","188.10","194.00","193.60","191.51","199.70","60.30","3,34,15,230","6,39,93,31,434.15","1,64,320"
"26-Apr-2024","EQ","189.00","190.45","186.35","184.70","188.50","188.10","188.22","199.70","54.70","3,37,78,145","6,35,77,26,398.85","1,71,374"
"25-Apr-2024","EQ","184.00","188.90","182.50","184.40","184.65","184.70","185.17","199.70","54.70","3,88,39,521","7,19,17,25,942.55","1,64,901"
"24-Apr-2024","EQ","189.00","189.10","183.15","187.45","184.45","184.40","185.29","199.70","54.70","3,26,22,315","6,04,45,40,663.55","1,90,477"
"23-Apr-2024","EQ","194.40","194.50","186.60","193.35","187.80","187.45","189.34","199.70","54.70","3,57,40,731","6,76,72,70,366.00","1,87,833"
"22-Apr-2024","EQ","193.00","197.70","190.80","189.20","193.40","193.35","193.72","199.70","54.70","2,87,92,292","5,57,76,46,877.25","1,47,830"
"19-Apr-2024","EQ","182.30","191.00","181.40","185.20","188.50","189.20","186.59","199.70","53.00","3,41,12,204","6,36,48,34,828.05","1,76,471"
"18-Apr-2024","EQ","188.50","189.25","183.00","186.45","184.95","185.20","185.23","199.70","53.00","3,53,46,377","6,54,71,55,896.15","1,71,016"
"16-Apr-2024","EQ","187.00","189.30","183.90","188.30","186.80","186.45","186.29","199.70","53.00","4,32,73,463","8,06,12,22,152.60","2,47,830"
"15-Apr-2024","EQ","188.00","192.40","184.50","192.10","189.50","188.30","188.87","199.70","53.00","4,84,56,568","9,15,21,68,583.60","3,05,936"
"12-Apr-2024","EQ","195.85","199.70","190.50","196.90","193.70","192.10","195.23","199.70","51.80","5,65,43,869","11,03,91,59,861.30","2,32,283"
"10-Apr-2024","EQ","195.00","199.60","194.05","193.70","197.30","196.90","196.98","199.60","51.80","3,51,41,522","6,92,21,24,815.60","2,01,550"
"09-Apr-2024","EQ","192.55","195.50","188.75","191.80","194.55","193.70","193.20","195.50","51.80","3,08,24,719","5,95,52,57,220.05","1,67,728"
"08-Apr-2024","EQ","191.60","194.00","190.55","190.50","192.00","191.80","192.36","194.00","51.80","2,30,92,887","4,44,22,17,574.65","1,31,827"
"05-Apr-2024","EQ","188.25","191.80","187.25","187.00","190.80","190.50","190.25","191.80","50.90","3,52,35,139","6,70,33,96,111.05","1,80,367"
"04-Apr-2024","EQ","180.50","188.15","180.25","178.30","187.45","187.00","184.25","189.00","50.90","5,27,72,054","9,72,33,82,768.35","2,24,944"
"03-Apr-2024","EQ","181.95","182.00","177.85","183.10","179.15","178.30","179.95","189.00","50.90","2,42,68,721","4,36,71,11,071.95","1,79,763"
"02-Apr-2024","EQ","185.00","185.00","180.75","184.50","183.25","183.10","182.52","189.00","50.90","3,63,46,394","6,63,37,88,510.30","2,59,601"
"01-Apr-2024","EQ","183.90","188.20","182.75","182.10","184.10","184.50","185.49","189.00","50.90","2,07,89,208","3,85,61,02,716.60","1,37,669"
"28-Mar-2024","EQ","179.80","184.70","176.00","179.45","182.15","182.10","180.78","189.00","49.00","4,25,67,446","7,69,53,72,179.15","2,58,991"
"27-Mar-2024","EQ","183.60","189.00","177.20","182.60","179.90","179.45","183.53","189.00","49.00","5,05,28,769","9,27,34,03,233.90","2,57,995"
"26-Mar-2024","EQ","173.40","183.65","172.20","174.20","183.00","182.60","178.50","183.65","49.00","6,45,90,292","11,52,90,73,507.35","2,81,695"
"22-Mar-2024","EQ","170.45","174.90","169.05","169.65","173.70","174.20","172.96","175.60","49.00","4,17,76,494","7,22,55,52,891.05","1,97,095"
"21-Mar-2024","EQ","168.00","171.00","166.40","165.60","169.85","169.65","169.49","175.60","49.00","4,22,27,967","7,15,73,58,505.50","1,92,536"
"20-Mar-2024","EQ","159.45","166.70","159.00","157.95","165.85","165.60","163.00","175.60","49.00","4,55,44,054","7,42,38,14,999.40","1,98,899"
"19-Mar-2024","EQ","158.60","161.45","156.50","158.25","158.00","157.95","159.03","175.60","49.00","2,48,47,687","3,95,14,49,881.25","1,28,099"
"18-Mar-2024","EQ","162.50","164.45","157.25","160.05","157.95","158.25","160.14","175.60","49.00","3,53,82,756","5,66,62,47,597.80","2,16,914"
"15-Mar-2024","EQ","152.85","161.70","152.45","152.75","159.90","160.05","158.25","175.60","49.00","9,50,85,427","15,04,70,80,143.75","2,14,576"
"14-Mar-2024","EQ","147.10","157.30","144.30","148.65","153.00","152.75","153.33","175.60","49.00","4,57,08,365","7,00,84,60,848.25","1,77,046"
"13-Mar-2024","EQ","157.45","158.25","147.50","156.90","150.00","148.65","150.95","175.60","49.00","5,32,02,095","8,03,08,81,013.40","2,92,429"
"12-Mar-2024","EQ","156.60","157.90","152.15","154.85","157.00","156.90","155.82","175.60","49.00","3,11,59,766","4,85,52,61,824.10","1,68,195"
"11-Mar-2024","EQ","161.00","163.20","149.00","160.00","154.95","154.85","155.57","175.60","49.00","5,15,19,591","8,01,48,85,283.05","2,52,945"
"07-Mar-2024","EQ","161.75","163.45","158.65","161.55","160.30","160.00","162.13","175.60","49.00","4,36,85,238","7,08,25,29,625.65","1,16,536"
"06-Mar-2024","EQ","164.40","164.40","157.50","165.85","161.70","161.55","161.01","175.60","49.00","9,56,21,548","15,39,57,67,265.50","2,24,740"
"05-Mar-2024","EQ","170.75","171.50","164.05","169.80","166.80","165.85","167.66","175.60","49.00","2,93,13,864","4,91,48,12,967.65","1,15,967"
"04-Mar-2024","EQ","168.00","175.60","168.00","167.65","170.00","169.80","171.12","175.60","49.00","5,57,51,426","9,54,01,02,932.95","2,45,906"
"02-Mar-2024","EQ","167.20","168.30","165.15","166.50","167.45","167.65","167.31","173.50","49.00","30,28,812","50,67,57,849.95","20,228"
"01-Mar-2024","EQ","168.00","173.50","165.60","165.45","166.80","166.50","168.08","173.50","49.00","4,25,87,331","7,15,80,28,740.60","2,06,013"
"29-Feb-2024","EQ","156.45","168.85","155.45","159.35","167.30","165.45","164.29","168.85","49.00","17,57,85,440","28,87,89,11,821.45","3,15,093"
"28-Feb-2024","EQ","161.90","161.95","155.35","161.30","158.70","159.35","157.84","168.50","49.00","4,18,83,110","6,61,08,64,906.30","1,51,610"
"27-Feb-2024","EQ","163.75","163.85","158.00","164.20","161.20","161.30","160.87","168.50","49.00","2,99,21,497","4,81,34,86,943.20","1,58,125"
"26-Feb-2024","EQ","165.20","168.50","163.15","164.05","164.75","164.20","165.59","168.50","49.00","3,34,33,566","5,53,63,57,014.70","1,43,985"
"23-Feb-2024","EQ","162.40","164.80","160.80","162.10","164.50","164.05","162.87","167.80","49.00","3,72,00,710","6,05,89,68,037.50","1,43,686"
"22-Feb-2024","EQ","159.55","163.00","156.60","158.65","162.25","162.10","160.24","167.80","49.00","6,76,14,848","10,83,45,93,369.10","2,44,872"
"21-Feb-2024","EQ","162.30","167.80","157.60","161.05","158.70","158.65","162.60","167.80","49.00","9,11,40,945","14,81,91,14,510.50","3,42,176"
"20-Feb-2024","EQ","159.70","163.80","158.70","157.50","161.55","161.05","160.95","163.80","49.00","8,53,56,675","13,73,81,81,515.55","2,89,895"
"19-Feb-2024","EQ","157.45","160.45","155.60","156.70","157.60","157.50","158.08","160.45","49.00","6,02,18,202","9,51,92,39,440.00","1,73,254"
"16-Feb-2024","EQ","156.90","160.00","155.35","154.85","157.00","156.70","157.37","160.00","49.00","6,12,09,337","9,63,25,16,340.25","2,20,755"
"15-Feb-2024","EQ","157.00","159.20","154.00","152.25","155.50","154.85","156.30","159.20","49.00","7,73,67,585","12,09,25,64,019.05","2,97,454"
"14-Feb-2024","EQ","152.95","153.75","150.10","154.75","152.30","152.25","152.46","158.80","49.00","3,82,21,083","5,82,71,66,431.65","2,39,211"
"13-Feb-2024","EQ","154.35","157.90","149.00","153.80","154.90","154.75","153.86","158.80","49.00","7,99,35,680","12,29,88,20,339.95","3,62,074"
"12-Feb-2024","EQ","151.00","158.80","149.50","149.45","153.55","153.80","154.90","158.80","49.00","15,58,48,102","24,14,08,95,292.80","6,28,198"
"09-Feb-2024","EQ","146.90","151.40","142.25","144.10","149.10","149.45","148.02","151.40","47.55","25,79,18,995","38,17,82,77,998.65","6,41,908"
"08-Feb-2024","EQ","142.50","147.50","139.00","140.40","142.00","144.10","144.07","147.50","47.55","18,48,39,649","26,62,94,03,633.45","3,57,170"
"07-Feb-2024","EQ","141.00","142.90","139.65","139.95","140.85","140.40","140.72","145.40","47.55","7,50,83,259","10,56,60,59,322.75","1,50,273"
"06-Feb-2024","EQ","140.40","141.80","138.05","140.25","140.00","139.95","140.05","145.40","47.55","4,67,82,951","6,55,20,46,798.20","1,26,005"
"05-Feb-2024","EQ","145.00","145.40","138.25","143.80","140.15","140.25","142.34","145.40","47.55","5,41,89,688","7,71,31,02,059.45","1,64,200"